transactionId,basket,customerType,totalAmount,returnLabel
7901842052,"[4, 4, 4, 3, 1, 0, 4, 3, 1, 3]",existing,330.0,1
7164578502,"[3, 4, 3, 3, 0, 3, 1, 3, 4]",existing,729.0,1
7152045290,"[3, 3, 3, 1, 4, 4, 4]",new,721.0,1
7388755103,"[4, 2, 1, 0, 2]",existing,215.0,0
1575649592,"[0, 2, 3, 3, 2]",new,635.0,1
7552266282,"[2, 4, 0]",existing,114.0,0
7534909894,"[0, 0, 5, 0]",existing,192.0,0
8320606928,[1],existing,63.0,0
3617633787,"[2, 0, 3, 3]",existing,76.0,0
7577875755,"[4, 4, 4, 0, 0]",existing,290.0,0
7645716739,"[3, 0, 5, 1, 2, 5, 1, 4, 2, 4]",existing,290.0,0
6113967124,"[5, 0, 3, 1, 0, 5, 5, 4, 4]",existing,711.0,0
4401623577,"[5, 5, 4]",existing,192.0,0
9617226395,"[5, 1, 2, 3, 4, 4, 3, 4, 3, 1, 1, 1, 3]",existing,624.0,0
2078390238,[4],existing,64.0,0
1483916568,[1],existing,23.0,0
3700453476,"[1, 4, 5, 4, 4, 2, 5, 5]",existing,416.0,0
8454049619,"[4, 1, 3, 0, 1, 0]",existing,342.0,0
5370587077,"[4, 3, 2, 4]",new,308.0,1
2402262696,"[4, 4]",existing,148.0,1
2886684059,"[0, 2, 5, 1, 3]",existing,390.0,0
7038303844,"[5, 1, 0, 2, 1, 5, 3]",existing,280.0,0
1322974084,"[0, 1, 1, 1, 3, 1]",existing,60.0,0
8169003772,"[1, 3, 3, 3]",existing,76.0,0
4487850046,"[0, 4, 4, 0]",existing,40.0,0
2066128948,"[5, 2]",existing,110.0,0
7345879148,[4],new,54.0,1
7386895550,"[4, 4, 2, 4, 5, 4, 0]",existing,350.0,0
8452359974,[4],existing,63.0,1
3550655438,"[2, 0, 4, 1]",existing,320.0,0
6057982628,[2],existing,29.0,0
7561656464,"[4, 1]",existing,166.0,0
5757449609,"[4, 2, 2, 3]",existing,212.0,1
5187936597,"[4, 1, 5, 4, 3]",existing,445.0,0
1590319792,"[4, 3, 2]",new,291.0,1
8817191278,"[4, 5, 2, 1, 4, 5, 5]",existing,70.0,0
3882633021,[4],existing,135.0,0
6086665401,"[5, 3, 4, 3]",,224.0,0
9268317489,"[3, 3, 1, 4]",existing,116.0,1
7414318093,"[3, 3, 5]",existing,135.0,0
1853475626,[4],existing,31.0,1
7428734621,"[4, 4, 4, 0, 2, 3]",existing,744.0,1
9811234260,[3],existing,64.0,1
9147061258,"[4, 0, 5, 2]",existing,72.0,0
1568798654,"[0, 3, 2, 5, 3]",existing,405.0,0
7670345849,"[3, 0, 5, 4]",existing,184.0,0
5502730661,"[4, 4, 4, 4]",new,372.0,1
7258059307,"[4, 3, 4]",new,69.0,1
5477614155,"[5, 4, 4, 1, 0]",existing,195.0,0
7327878268,"[1, 0, 4, 4, 3, 1, 3]",existing,322.0,0
3419978160,"[4, 1, 3]",new,264.0,1
8697953172,[0],existing,23.0,0
2915236282,"[0, 5, 3, 0, 4, 1, 2]",existing,203.0,0
6546361949,"[1, 2, 4, 1, 5, 0, 0, 3, 3]",existing,90.0,0
7930175831,"[5, 1, 0, 1, 4, 2, 3, 1, 1]",existing,135.0,0
2784258926,[4],existing,34.0,0
3838042648,"[3, 3, 1]",existing,204.0,0
5604713208,[5],existing,26.0,0
7516559217,"[4, 4, 3, 4, 4, 2]",existing,768.0,1
4470932967,"[1, 2, 4, 0, 0, 3]",existing,450.0,0
9891655860,"[4, 3, 5, 5, 0, 5, 1, 3]",existing,624.0,0
1250411972,"[2, 0, 0, 4, 4, 2, 5]",existing,357.0,0
6923641293,"[0, 4, 3, 0, 4, 4, 4]",existing,378.0,1
2822334102,"[4, 4]",existing,158.0,1
2630308150,"[2, 1]",existing,20.0,0
9745696307,"[3, 0]",existing,20.0,0
5142483748,"[3, 1, 2, 3, 2, 4]",existing,222.0,1
7108218711,"[4, 3, 3, 4, 1]",new,350.0,1
3121703460,"[5, 1, 4, 3]",existing,192.0,0
3613960283,"[1, 4, 2, 1, 2, 0]",existing,498.0,0
5508351628,"[2, 2, 4, 3, 5, 5]",existing,408.0,0
2858462192,"[5, 4, 1, 1, 4, 3, 2, 4, 5, 3]",existing,680.0,0
4971482062,[1],existing,28.0,0
4668923110,"[5, 4, 1, 5]",existing,272.0,0
7116472450,"[4, 3, 4, 4, 4, 1]",existing,444.0,1
7897344796,"[4, 4, 4, 1]",new,248.0,1
5904613187,"[4, 5, 5, 4]",existing,40.0,0
6186698236,"[2, 0, 4, 0]",,160.0,0
9801281416,"[5, 2, 0, 3]",existing,220.0,0
8166570096,"[1, 1, 4, 4, 2, 5, 3]",existing,777.0,0
7689438516,"[4, 5]",existing,116.0,0
4994487368,"[1, 4, 3, 4, 0, 0, 4, 4]",existing,312.0,1
8781877234,"[2, 4, 4, 0, 2]",new,255.0,1
7713007955,"[4, 0, 0, 2]",existing,184.0,0
8792002103,"[3, 1, 3, 3, 3]",new,340.0,1
8670078093,[4],existing,129.0,1
3279474630,[4],existing,34.0,0
6263726936,"[4, 4, 3, 4, 3, 4, 3, 3, 3]",new,783.0,1
9903587901,"[3, 4, 3]",existing,240.0,0
1388764341,"[4, 5, 0, 4, 4, 5, 5, 5, 0]",existing,657.0,0
9630420940,[0],existing,53.0,0
3047999738,"[3, 3, 4, 4, 3, 0, 3, 4]",existing,752.0,1
6709136300,"[4, 2, 3, 3]",existing,260.0,1
9980830103,[2],existing,47.0,0
6680439556,"[5, 0, 1, 0, 5, 5, 1]",existing,70.0,0
1071800896,[1],existing,83.0,0
3215340192,"[2, 0]",existing,88.0,0
5035706487,"[3, 5, 2, 1, 0]",existing,415.0,0
5541833925,"[2, 1, 3, 3, 3, 3, 0]",new,532.0,1
7405045930,"[0, 0, 2, 0, 1, 4, 4, 1, 1]",existing,90.0,0
6255190078,[2],existing,48.0,0
4862540709,"[4, 4, 0, 3, 4, 4]",new,522.0,1
1720671746,"[4, 3, 1, 1, 5]",existing,225.0,0
9316755828,"[4, 4, 4, 4]",existing,320.0,1
7087379777,"[2, 2, 0, 5]",existing,272.0,0
3274850257,"[1, 3, 1, 5, 2]",existing,425.0,0
5718962234,"[3, 4]",existing,152.0,0
2582352203,"[1, 4, 3, 1]",existing,400.0,0
9508145307,"[0, 1]",existing,20.0,0
5099574555,"[3, 4, 1, 2, 3]",,210.0,0
9368273889,[4],existing,84.0,1
2845123031,"[3, 5, 0, 4]",existing,244.0,0
2496708740,"[4, 3, 4, 4, 4, 3]",new,708.0,1
1360985130,"[0, 2, 1, 2, 5, 1, 1]",existing,567.0,0
3833880692,[3],new,80.0,1
1879307968,"[1, 1, 0, 1, 0, 2, 1, 0]",existing,80.0,0
2237954103,"[1, 1, 5, 2, 1, 5]",existing,264.0,0
1478345666,"[4, 4, 0, 2, 4, 4, 4, 0, 4]",new,612.0,1
1830244953,"[4, 4, 4, 2, 1, 2, 4]",existing,189.0,0
3747171968,"[2, 2, 1, 5, 2, 3]",existing,150.0,0
1283453840,"[4, 0, 3, 2, 5, 0]",existing,618.0,0
2501730124,"[5, 0, 1]",existing,30.0,0
6560335021,"[1, 1, 5, 1, 1, 1, 1, 2, 1]",existing,495.0,0
8148266097,"[3, 5, 2]",existing,156.0,0
3742056102,"[2, 3, 1, 4, 0, 2]",existing,222.0,1
7752049877,"[4, 0, 3, 2, 0]",new,495.0,1
9065529514,"[4, 3, 5, 5, 3, 5]",existing,558.0,0
8571210739,"[0, 3, 3]",new,282.0,1
9825321827,"[5, 2, 5, 5, 4, 4, 3, 3, 4, 5, 0]",existing,880.0,0
6563143446,"[2, 2, 1]",existing,111.0,0
4188771986,"[4, 2, 0, 1]",existing,40.0,0
2119162840,"[1, 1, 3, 3, 5, 3]",existing,270.0,0
4956345198,"[3, 4]",new,102.0,1
9822265355,"[4, 0, 3, 2, 1, 3, 2]",existing,70.0,0
8943252242,"[5, 5, 4, 1]",existing,228.0,0
7082343067,"[3, 4, 4, 2, 4]",existing,520.0,1
2633631663,"[1, 0, 2, 0]",existing,188.0,0
5881604521,[0],existing,86.0,1
7894260794,"[1, 4, 1, 3, 4]",existing,395.0,1
2354591933,"[1, 4, 4, 4, 4, 3, 0]",new,154.0,1
1259760063,"[3, 3, 4, 4, 4, 4, 0, 2, 1, 3]",existing,990.0,1
2637929905,"[4, 2, 2, 5, 1, 3, 2]",existing,679.0,0
5723520133,"[5, 5, 1]",existing,171.0,0
3453617292,[2],existing,10.0,0
2036405228,"[4, 3, 4]",new,300.0,1
3881940420,"[5, 1, 5, 0]",existing,360.0,0
1446214252,"[0, 4, 5, 3, 1, 0, 0]",existing,546.0,0
8022691568,[3],existing,32.0,0
2214200853,"[4, 3, 3, 3, 1, 4, 3]",existing,532.0,1
2248905967,"[4, 4, 2]",new,63.0,1
2001416741,"[4, 3, 4]",existing,138.0,1
4095221404,"[2, 5, 3, 1, 2]",,90.0,0
1791119785,"[2, 3]",existing,182.0,0
2448679132,"[3, 4, 4, 2]",new,136.0,1
1426290523,"[5, 4, 4, 1, 1, 0, 4]",existing,567.0,0
4899562755,[3],new,31.0,1
7156776052,"[3, 4, 0, 4]",existing,152.0,1
5624057355,"[2, 5, 4, 0, 2, 2]",existing,576.0,0
5974686672,"[0, 4, 1, 1, 0]",existing,255.0,0
7122941325,[5],existing,70.0,0
9879386635,[3],existing,18.0,0
2201676550,"[1, 4, 5, 3, 4, 4, 3, 1]",existing,280.0,0
3557124296,"[0, 0, 4, 3, 3]",existing,140.0,0
8279498260,"[3, 1, 0]",new,30.0,1
4259768907,[5],existing,44.0,0
6429649185,"[3, 2, 1, 2]",existing,40.0,0
5713248836,"[3, 3, 4, 3, 1, 4]",existing,534.0,1
1300410305,"[0, 0]",existing,46.0,0
8013932383,"[4, 3, 2, 3, 3, 1, 3, 4]",existing,424.0,1
1060183884,"[1, 0, 5, 3, 3, 0, 0, 4]",existing,312.0,0
1144402000,"[5, 0, 3, 0, 1, 3, 3, 5, 4, 1, 4, 4]",existing,432.0,0
5652540292,"[5, 1, 5, 0, 0]",existing,290.0,0
6062087834,"[4, 2, 4, 3, 4, 4, 3, 3, 3, 4]",new,940.0,1
6937863574,"[2, 5, 1, 5, 0, 1, 4, 1, 3, 3]",existing,100.0,0
4466712109,"[5, 5, 0, 4, 0, 3, 3]",existing,518.0,0
6500518288,[0],existing,34.0,0
2110566158,"[4, 1, 4]",existing,195.0,1
9632337661,[4],new,81.0,1
3606151400,"[4, 2, 5, 0, 1, 5, 3, 5]",existing,528.0,0
2857243796,"[3, 1, 1, 4, 5]",existing,495.0,0
7882508741,"[0, 3, 1, 5, 3, 0, 5, 3]",existing,688.0,0
2079201843,"[4, 1, 1, 5]",existing,168.0,0
7638038782,"[5, 3, 2, 1, 1, 2, 3, 4]",existing,632.0,0
2887453149,"[0, 2, 1, 3, 4, 0, 4]",existing,294.0,0
5308232210,"[2, 5, 5, 3, 1, 4]",existing,108.0,0
6015721491,"[5, 4, 3, 3, 5, 4, 2]",existing,385.0,0
9160169207,[2],existing,48.0,0
7878032478,"[5, 5, 0, 4, 0]",existing,420.0,0
1528967446,"[4, 1, 4, 3, 5]",existing,240.0,0
1238042312,"[4, 3, 5, 3, 4, 1, 4, 5, 2, 5, 4]",existing,858.0,0
4251938670,"[4, 0]",existing,230.0,0
9349854828,"[2, 5, 2, 0, 4]",existing,275.0,0
8187231490,"[4, 3, 5]",existing,204.0,0
7277835621,[4],existing,96.0,0
3666453084,"[1, 5, 2, 4]",existing,200.0,0
9388965664,"[0, 1, 0]",existing,144.0,0
4573807813,"[2, 4, 3, 0, 4, 4]",new,198.0,1
6724535560,"[2, 4, 3, 0]",existing,240.0,0
5943371485,"[4, 4, 5, 1, 3]",,320.0,0
3677105349,"[4, 0, 0, 0, 0, 2, 3]",existing,385.0,0
8751988346,"[5, 3, 5, 4, 5, 0, 2]",existing,210.0,0
3279821859,[4],existing,93.0,0
7863510748,"[0, 3, 3, 3, 5, 0, 1, 5]",existing,280.0,0
1059350707,"[3, 5]",existing,158.0,0
8701178641,[3],existing,54.0,0
6598643430,[4],existing,82.0,1
7704984575,"[4, 4]",new,236.0,1
4243404950,[5],existing,22.0,0
4669288949,"[1, 4, 1, 2]",existing,332.0,1
9771918229,"[3, 3, 4, 4, 3, 4, 3, 3, 3, 1]",new,510.0,1
2238686514,"[1, 5, 0]",existing,189.0,0
1490168123,"[2, 4, 3, 1, 1]",existing,210.0,0
2393531259,"[2, 2]",existing,56.0,0
3301732952,"[3, 3, 2, 3, 1, 1, 5, 0]",existing,488.0,0
9909123902,"[4, 1, 4, 4, 4]",existing,380.0,1
3760407005,"[5, 4, 5]",existing,72.0,0
1957039198,"[4, 4, 4, 3, 3]",existing,235.0,1
4379975767,[0],existing,54.0,0
3401508764,[2],existing,126.0,0
6405763112,"[5, 0, 0]",existing,249.0,0
4736178374,"[2, 0, 5, 4, 3, 5]",existing,276.0,0
9789153290,"[4, 3, 5, 3, 0, 2, 2, 2, 4]",existing,243.0,0
1336413067,"[1, 3, 1]",existing,30.0,0
6207826258,"[0, 2, 5, 3, 5]",existing,275.0,0
3240015948,"[3, 1, 1, 0, 1, 5, 5, 3, 1]",existing,270.0,0
5033518265,"[1, 1]",existing,110.0,0
3844683783,"[2, 2, 1, 2, 5, 3, 4]",existing,679.0,0
2969888389,"[1, 3]",existing,54.0,0
8663061082,[5],existing,31.0,0
6981610570,"[4, 4]",existing,204.0,1
6275225172,"[2, 4]",existing,52.0,0
1167615395,"[5, 0]",existing,104.0,0
6652083584,"[1, 0, 5, 3, 3, 1, 4, 0]",existing,632.0,0
2994316054,"[1, 4, 4, 4, 3, 4]",existing,396.0,1
2369843549,"[3, 3, 4]",existing,171.0,0
7251804838,"[5, 5, 0]",existing,246.0,0
6902429599,"[2, 3, 3, 2, 3]",existing,155.0,0
8424790210,"[1, 3, 3, 3, 4]",existing,430.0,1
9796095230,[3],existing,50.0,0
6685275725,"[4, 1, 0, 0, 3]",new,445.0,1
3306351891,[4],existing,67.0,0
2406486414,"[4, 2, 4, 4, 1]",existing,90.0,0
6736816848,"[4, 4, 4]",existing,213.0,1
4851059431,[0],existing,34.0,0
7177205177,[4],new,72.0,1
4075356562,"[4, 2, 4, 1, 4, 3]",new,330.0,1
8735266882,"[0, 3, 0, 1, 3, 0, 2, 3, 5]",existing,333.0,0
9367997887,"[5, 0]",existing,66.0,0
3550835428,[4],new,42.0,1
7505375554,"[2, 2, 0]",existing,180.0,0
6706086950,[0],existing,90.0,0
5944685040,"[4, 2]",existing,160.0,0
1563183588,"[2, 5, 2, 5, 1, 4]",existing,366.0,0
8386060804,[1],existing,48.0,0
2580971607,[3],existing,84.0,0
1806003584,[3],new,98.0,1
7503508336,"[5, 5, 3, 2, 5]",existing,50.0,0
5114175132,"[3, 4]",new,148.0,1
6589006274,"[2, 0, 5]",existing,114.0,0
8707584456,[3],existing,95.0,0
6231403234,"[3, 4, 4, 4, 4, 3, 4]",existing,693.0,1
7673785747,"[1, 5, 2, 2, 3]",existing,300.0,0
8356075772,"[1, 5, 5, 4, 3, 2]",existing,60.0,0
4391611014,"[1, 4, 5, 0]",existing,316.0,0
2547200287,"[0, 2, 5, 5]",existing,192.0,0
1006415111,"[5, 5, 2, 0, 1, 3, 1]",existing,119.0,0
3623516673,"[1, 1]",existing,28.0,0
7467847684,"[5, 5, 0, 5]",existing,108.0,0
6856281457,"[0, 1, 5, 1, 0, 2, 2]",existing,70.0,0
5185564001,[1],new,37.0,1
9514060385,"[4, 3, 2, 0]",existing,332.0,1
8607055232,[3],existing,72.0,1
6659019372,"[4, 4, 3, 2, 1, 1, 5, 1]",existing,472.0,0
7905673574,"[1, 4]",existing,84.0,0
7023834667,"[4, 0]",existing,132.0,0
8343312290,"[1, 4, 0, 4, 3, 4]",existing,396.0,0
1539398268,"[2, 3]",existing,186.0,1
8409855764,"[1, 5, 0]",existing,165.0,0
1073514437,"[4, 0, 3]",existing,45.0,0
5632535184,"[4, 4, 1, 1]",existing,256.0,1
9441493052,"[5, 0, 3, 4]",existing,268.0,0
9959800380,"[4, 0, 0, 0, 4, 5, 0]",existing,399.0,0
5256533300,[3],existing,61.0,0
4248679108,"[3, 4, 4, 2, 3, 4, 3, 4, 3]",new,657.0,1
4763473041,"[3, 4, 4, 1]",existing,284.0,0
1266355865,"[2, 4, 1, 1, 5, 4, 3, 2]",,376.0,0
3970760829,"[5, 0, 3, 5, 1, 0, 1]",existing,462.0,0
9194122215,"[1, 5, 4, 1]",existing,172.0,0
8091000221,"[3, 0, 0, 1, 2, 4]",existing,318.0,1
1791892378,"[2, 4, 4]",existing,144.0,0
5902091437,"[4, 4, 0]",new,123.0,1
1212610534,"[1, 0, 5, 5, 2, 5, 1, 0, 2, 4]",existing,370.0,0
9066025711,"[4, 4, 2, 0, 1, 3]",existing,786.0,0
8919126342,[4],new,47.0,1
6702018350,[4],new,53.0,1
4642978124,"[0, 0, 4, 3, 4]",new,300.0,1
8252844716,"[4, 4, 4, 3, 4, 3, 4]",new,581.0,1
1531211748,"[0, 4, 0, 3]",existing,168.0,0
7219022029,"[4, 1, 0, 2, 2, 0]",existing,384.0,0
6264703947,"[4, 0, 4]",existing,144.0,0
5583760273,"[5, 3, 0, 5]",existing,248.0,0
3411464226,"[5, 2, 1, 0, 4]",existing,220.0,0
2945948106,"[5, 5]",existing,156.0,0
1055022787,[5],existing,76.0,0
8909240316,"[2, 3, 3, 2, 2, 1, 1]",existing,343.0,0
1963300267,"[3, 5, 0, 3, 3, 5]",existing,276.0,0
1674965767,"[3, 0, 1, 3, 4, 3, 0, 4, 1, 4]",existing,790.0,1
5132398479,"[5, 5, 0, 2, 0, 1, 4, 3, 1, 1, 5, 4, 0]",existing,286.0,0
8551076168,"[0, 1, 4, 2, 1, 1]",existing,,0
2618517280,"[3, 3, 4, 4, 2, 3, 0, 4, 3, 0, 0, 4, 4, 3]",new,1512.0,1
2943526229,"[0, 4, 4, 5, 0, 0, 0, 3, 5, 1]",,720.0,0
8837386364,"[1, 1, 0, 4, 2, 5]",existing,156.0,0
8115803393,"[2, 0, 1, 4, 2, 4]",existing,546.0,0
9515256018,"[4, 4, 4]",existing,171.0,0
2657042986,[1],existing,64.0,0
6835069345,"[1, 0, 5, 1, 0]",existing,235.0,0
1384502464,"[2, 2]",existing,84.0,1
4208643549,"[3, 3, 3, 5, 2, 5, 2, 3]",existing,592.0,0
4160901142,"[3, 4, 4, 4]",new,176.0,1
1823121433,"[5, 2, 0, 4, 5, 5, 0]",existing,427.0,0
4587449981,"[5, 1, 2]",existing,69.0,0
3983395564,"[3, 1, 3, 1, 3, 2]",existing,180.0,0
2356620832,"[4, 4]",existing,88.0,1
2245790736,"[5, 3, 2, 1, 0, 4, 1, 4, 4, 3, 0, 2]",existing,708.0,0
9264728013,"[1, 3, 5, 2, 2, 1]",existing,468.0,0
2844711557,"[4, 0, 4, 4, 4, 3, 4]",new,399.0,1
6723518059,"[5, 2, 1, 1]",existing,88.0,0
3041292250,"[2, 3, 5]",existing,261.0,0
3628570264,"[4, 3]",existing,156.0,0
1363209211,"[0, 1, 0, 4]",existing,424.0,0
1826460246,[4],existing,91.0,1
1812537409,"[4, 2, 0, 3, 2, 0]",existing,84.0,0
9626406573,"[1, 5, 1, 1, 3]",existing,370.0,0
2024711173,"[4, 4, 4, 4, 4, 4, 3, 3, 4]",new,144.0,1
8914562525,[4],existing,37.0,0
6452722264,"[2, 4, 4, 3, 2, 4]",new,642.0,1
